IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.65.43.234,443,443,true,FRA,Europe,Frankfurt,165,3.96
34.116.245.40,443,443,true,FRA,Europe,Frankfurt,185,3.96
34.65.205.105,443,443,true,FRA,Europe,Frankfurt,180,3.93
34.65.214.30,443,443,true,FRA,Europe,Frankfurt,166,3.90
34.65.221.128,443,443,true,FRA,Europe,Frankfurt,174,3.89
34.118.42.177,443,443,true,FRA,Europe,Frankfurt,189,3.87
34.118.50.212,443,443,true,FRA,Europe,Frankfurt,173,3.86
34.65.7.63,443,443,true,FRA,Europe,Frankfurt,187,3.84
34.65.167.176,443,443,true,FRA,Europe,Frankfurt,166,3.84
34.65.114.26,443,443,true,FRA,Europe,Frankfurt,178,3.83
34.65.151.47,443,443,true,FRA,Europe,Frankfurt,176,3.83
34.65.94.94,443,443,true,FRA,Europe,Frankfurt,166,3.81
34.65.206.244,443,443,true,FRA,Europe,Frankfurt,168,3.81
34.65.197.0,443,443,true,FRA,Europe,Frankfurt,179,3.78
34.118.24.250,443,443,true,FRA,Europe,Frankfurt,200,3.72
34.116.222.145,443,443,true,FRA,Europe,Frankfurt,285,3.72
34.65.35.178,443,443,true,FRA,Europe,Frankfurt,178,3.68
34.65.150.119,443,443,true,FRA,Europe,Frankfurt,175,3.67
34.65.198.178,443,443,true,FRA,Europe,Frankfurt,191,3.66
34.118.7.118,443,443,true,FRA,Europe,Frankfurt,241,3.62
34.65.96.247,443,443,true,FRA,Europe,Frankfurt,199,3.61
34.65.206.57,443,443,true,FRA,Europe,Frankfurt,174,3.61
34.65.26.43,443,443,true,FRA,Europe,Frankfurt,193,3.59
34.118.99.192,443,443,true,FRA,Europe,Frankfurt,212,3.56
34.65.35.178,443,443,true,FRA,Europe,Frankfurt,176,3.55
34.116.145.162,443,443,true,FRA,Europe,Frankfurt,184,3.55
34.65.229.235,443,443,true,FRA,Europe,Frankfurt,184,3.55
34.65.64.244,443,443,true,FRA,Europe,Frankfurt,179,3.53
34.65.4.95,443,443,true,FRA,Europe,Frankfurt,178,3.51
34.65.43.234,443,443,true,FRA,Europe,Frankfurt,183,3.49
34.65.26.169,443,443,true,FRA,Europe,Frankfurt,209,3.47
34.116.174.240,443,443,true,FRA,Europe,Frankfurt,202,3.46
34.65.106.25,443,443,true,FRA,Europe,Frankfurt,177,3.46
34.65.78.72,443,443,true,FRA,Europe,Frankfurt,182,3.45
34.118.101.53,443,443,true,FRA,Europe,Frankfurt,220,3.41
34.65.20.102,443,443,true,FRA,Europe,Frankfurt,198,3.35
34.65.198.73,443,443,true,FRA,Europe,Frankfurt,172,3.33
34.65.106.214,443,443,true,FRA,Europe,Frankfurt,180,3.32
34.118.30.198,443,443,true,FRA,Europe,Frankfurt,187,3.32
34.65.86.254,443,443,true,FRA,Europe,Frankfurt,175,3.31
34.65.69.203,443,443,true,FRA,Europe,Frankfurt,188,3.27
34.118.49.153,443,443,true,FRA,Europe,Frankfurt,196,3.25
34.65.44.52,443,443,true,FRA,Europe,Frankfurt,174,3.20
34.118.40.155,443,443,true,FRA,Europe,Frankfurt,186,3.18
34.65.189.65,443,443,true,FRA,Europe,Frankfurt,227,3.18
34.116.137.114,443,443,true,FRA,Europe,Frankfurt,202,3.16
34.65.18.221,443,443,true,AMS,Europe,Amsterdam,177,3.14
34.116.251.225,443,443,true,FRA,Europe,Frankfurt,187,3.09
34.118.63.12,443,443,true,FRA,Europe,Frankfurt,201,3.01
34.65.97.68,443,443,true,FRA,Europe,Frankfurt,188,3.00
34.145.66.39,8080,8080,false,MAA,Asia Pacific,Chennai,425,2.99
34.147.101.117,2096,80,false,AMS,Europe,Amsterdam,162,2.97
34.118.8.60,443,443,true,FRA,Europe,Frankfurt,190,2.95
34.65.29.231,443,443,true,FRA,Europe,Frankfurt,178,2.94
34.118.46.250,443,443,true,FRA,Europe,Frankfurt,202,2.92
34.116.228.34,443,443,true,FRA,Europe,Frankfurt,185,2.89
34.118.113.252,443,443,true,FRA,Europe,Frankfurt,185,2.88
34.65.123.250,443,443,true,FRA,Europe,Frankfurt,189,2.86
34.65.233.74,443,443,true,FRA,Europe,Frankfurt,179,2.83
34.65.206.57,443,443,true,SIN,Asia Pacific,Singapore,203,2.82
34.118.118.199,443,443,true,FRA,Europe,Frankfurt,186,2.80
34.116.175.112,443,443,true,FRA,Europe,Frankfurt,225,2.80
34.145.66.39,8080,8080,false,MAA,Asia Pacific,Chennai,410,2.79
34.118.57.46,443,443,true,FRA,Europe,Frankfurt,187,2.79
34.65.119.116,443,443,true,FRA,Europe,Frankfurt,180,2.76
34.118.11.220,443,443,true,FRA,Europe,Frankfurt,185,2.74
34.175.168.99,2052,80,false,MAD,Europe,Madrid,181,2.71
34.147.101.117,2083,80,false,AMS,Europe,Amsterdam,162,2.71
34.65.84.132,443,443,true,CDG,Europe,Paris,184,2.69
34.65.51.65,443,443,true,FRA,Europe,Frankfurt,187,2.69
34.116.175.112,443,443,true,FRA,Europe,Frankfurt,188,2.69
34.175.133.251,2095,80,false,MAD,Europe,Madrid,178,2.68
34.147.101.117,2082,80,false,AMS,Europe,Amsterdam,162,2.68
34.116.215.179,443,443,true,FRA,Europe,Frankfurt,189,2.67
34.147.101.117,2086,80,false,AMS,Europe,Amsterdam,160,2.67
34.118.100.30,443,443,true,FRA,Europe,Frankfurt,186,2.66
34.175.133.251,2082,80,false,MAD,Europe,Madrid,179,2.66
34.175.95.58,2053,80,false,MAD,Europe,Madrid,180,2.66
34.118.121.61,443,443,true,FRA,Europe,Frankfurt,195,2.66
34.116.184.196,443,443,true,FRA,Europe,Frankfurt,192,2.65
34.175.95.58,2086,80,false,MAD,Europe,Madrid,179,2.65
34.118.91.146,443,443,true,FRA,Europe,Frankfurt,186,2.63
34.175.95.58,2083,80,false,MAD,Europe,Madrid,181,2.62
34.65.43.197,443,443,true,FRA,Europe,Frankfurt,190,2.62
34.140.239.154,2086,0,false,CDG,Europe,Paris,164,2.61
34.65.84.112,443,443,true,FRA,Europe,Frankfurt,178,2.61
34.175.133.251,2087,80,false,MAD,Europe,Madrid,178,2.60
34.118.91.168,443,443,true,FRA,Europe,Frankfurt,188,2.59
34.118.121.235,443,443,true,FRA,Europe,Frankfurt,188,2.58
34.118.49.212,443,443,true,FRA,Europe,Frankfurt,183,2.54
34.147.101.117,2087,80,false,AMS,Europe,Amsterdam,164,2.52
34.147.101.117,2095,80,false,AMS,Europe,Amsterdam,163,2.50
34.65.198.73,443,443,true,MUC,Europe,Munich,189,2.50
34.147.82.194,2053,80,false,AMS,Europe,Amsterdam,161,2.49
34.118.121.24,443,443,true,FRA,Europe,Frankfurt,176,2.48
34.175.99.73,2082,80,false,MAD,Europe,Madrid,177,2.48
34.175.133.251,2052,80,false,MAD,Europe,Madrid,179,2.47
34.175.161.245,2086,80,false,MAD,Europe,Madrid,179,2.47
34.147.101.117,2053,80,false,AMS,Europe,Amsterdam,160,2.46
34.175.95.58,2052,80,false,MAD,Europe,Madrid,177,2.45
34.175.133.251,2053,80,false,MAD,Europe,Madrid,178,2.44
34.175.244.157,2095,80,false,MAD,Europe,Madrid,179,2.43
34.175.244.157,2096,80,false,MAD,Europe,Madrid,182,2.43
34.175.95.58,2096,80,false,MAD,Europe,Madrid,179,2.43
34.118.99.192,443,443,true,FRA,Europe,Frankfurt,186,2.43
34.175.244.157,2053,80,false,MAD,Europe,Madrid,182,2.43
34.175.133.251,2096,80,false,MAD,Europe,Madrid,179,2.42
34.175.95.58,2095,80,false,MAD,Europe,Madrid,182,2.42
34.175.161.245,2082,80,false,MAD,Europe,Madrid,178,2.39
34.175.133.251,2086,80,false,MAD,Europe,Madrid,180,2.38
34.116.174.214,443,443,true,FRA,Europe,Frankfurt,266,2.38
34.116.203.240,443,443,true,FRA,Europe,Frankfurt,187,2.33
34.65.62.76,443,443,true,FRA,Europe,Frankfurt,176,2.32
34.118.27.151,443,443,true,FRA,Europe,Frankfurt,205,2.31
34.175.95.58,2082,80,false,MAD,Europe,Madrid,185,2.31
34.175.168.99,2096,80,false,MAD,Europe,Madrid,180,2.30
34.175.161.245,2095,80,false,MAD,Europe,Madrid,177,2.29
34.65.84.132,443,443,true,CDG,Europe,Paris,178,2.29
34.175.99.73,2095,80,false,MAD,Europe,Madrid,181,2.29
34.175.161.245,2083,80,false,MAD,Europe,Madrid,179,2.29
34.175.99.73,2086,80,false,MAD,Europe,Madrid,179,2.29
34.175.161.245,2087,80,false,MAD,Europe,Madrid,177,2.28
34.116.222.237,443,443,true,FRA,Europe,Frankfurt,186,2.28
34.175.143.15,2095,80,false,MAD,Europe,Madrid,181,2.28
34.65.213.174,443,443,true,FRA,Europe,Frankfurt,176,2.28
34.175.168.99,2087,80,false,MAD,Europe,Madrid,181,2.28
34.118.63.12,443,443,true,FRA,Europe,Frankfurt,185,2.27
34.175.168.99,2082,80,false,MAD,Europe,Madrid,183,2.27
34.175.161.245,2096,80,false,MAD,Europe,Madrid,178,2.26
34.175.7.231,2053,80,false,MAD,Europe,Madrid,178,2.26
34.175.168.99,2083,80,false,MAD,Europe,Madrid,178,2.25
34.175.161.245,2053,80,false,MAD,Europe,Madrid,180,2.25
34.175.7.231,2052,80,false,MAD,Europe,Madrid,181,2.25
34.175.99.73,2096,80,false,MAD,Europe,Madrid,177,2.24
34.175.7.231,2082,80,false,MAD,Europe,Madrid,179,2.24
34.175.244.157,2083,80,false,MAD,Europe,Madrid,193,2.23
34.175.244.157,2082,80,false,MAD,Europe,Madrid,178,2.23
34.175.244.157,2087,80,false,MAD,Europe,Madrid,179,2.23
34.175.133.251,2083,80,false,MAD,Europe,Madrid,177,2.23
34.175.99.73,2052,80,false,MAD,Europe,Madrid,180,2.23
34.175.161.245,2052,80,false,MAD,Europe,Madrid,180,2.22
34.118.56.112,443,443,true,FRA,Europe,Frankfurt,206,2.21
34.175.7.231,2087,80,false,MAD,Europe,Madrid,180,2.21
34.175.244.157,2086,80,false,MAD,Europe,Madrid,180,2.21
34.175.95.58,2087,80,false,MAD,Europe,Madrid,180,2.20
34.175.244.157,2052,80,false,MAD,Europe,Madrid,180,2.19
34.118.81.178,443,443,true,FRA,Europe,Frankfurt,198,2.19
34.116.206.127,443,443,true,FRA,Europe,Frankfurt,185,2.13
34.118.82.175,443,443,true,FRA,Europe,Frankfurt,189,1.93
34.65.202.78,443,443,true,FRA,Europe,Frankfurt,175,1.91
35.194.241.8,8080,80,false,TPE,Asia Pacific,Taipei,41,1.50
34.116.216.206,443,443,true,FRA,Europe,Frankfurt,185,1.39
34.120.198.225,80,0,false,SIN,Asia Pacific,Singapore,13,0.36
137.83.243.253,8080,0,false,FRA,Europe,Frankfurt,156,0.18
34.120.198.225,80,0,false,SIN,Asia Pacific,Singapore,21,0.13
35.227.174.52,443,0,false,SEA,North America,Seattle,191,0.11
35.227.174.52,80,0,false,SEA,North America,Seattle,156,0.11
34.128.66.175,80,0,false,SIN,Asia Pacific,Singapore,17,0.07
34.134.91.160,80,0,false,ORD,North America,Chicago,206,0.06
34.149.68.111,80,0,false,SIN,Asia Pacific,Singapore,14,0.05
34.146.45.46,80,0,false,HKG,Asia Pacific,Hong Kong,74,0.05
34.146.45.46,80,0,false,SIN,Asia Pacific,Singapore,74,0.04
34.27.194.227,8443,443,true,ORD,North America,Chicago,211,0.04
34.27.194.227,2053,443,true,ORD,North America,Chicago,206,0.04
35.244.119.6,443,0,true,SYD,Oceania,Sydney,199,0.04
34.159.248.174,443,0,true,FRA,Europe,Frankfurt,179,0.04
34.27.194.227,2053,443,true,ORD,North America,Chicago,239,0.04
34.144.230.100,80,0,false,SJC,North America,San Jose,14,0.04
34.92.111.70,80,0,false,HKG,Asia Pacific,Hong Kong,37,0.04
34.93.137.35,80,443,false,BOM,Asia Pacific,Mumbai,64,0.04
34.27.194.227,8443,443,true,ORD,North America,Chicago,207,0.04
34.69.253.52,80,0,false,ORD,North America,Chicago,207,0.04
34.67.161.168,80,0,false,ORD,North America,Chicago,206,0.03
34.65.3.147,443,0,true,FRA,Europe,Frankfurt,175,0.03
34.67.161.168,80,0,false,ORD,North America,Chicago,205,0.03
34.116.159.225,443,0,true,FRA,Europe,Frankfurt,188,0.03
34.118.71.97,443,0,true,FRA,Europe,Frankfurt,188,0.03
34.69.253.52,80,0,false,ORD,North America,Chicago,207,0.03
34.90.29.225,443,0,true,FRA,Europe,Frankfurt,211,0.03
34.90.29.225,443,0,true,FRA,Europe,Frankfurt,161,0.03
34.65.3.147,443,0,true,FRA,Europe,Frankfurt,175,0.03
34.90.29.225,443,0,true,FRA,Europe,Frankfurt,163,0.03
34.118.71.97,443,0,true,FRA,Europe,Frankfurt,191,0.03
34.65.3.147,443,0,true,FRA,Europe,Frankfurt,192,0.03
34.90.29.225,443,0,true,FRA,Europe,Frankfurt,173,0.03
34.110.176.152,80,0,false,HKG,Asia Pacific,Hong Kong,27,0.03
34.150.3.141,80,0,false,HKG,Asia Pacific,Hong Kong,46,0.03
35.227.246.247,80,0,false,SIN,Asia Pacific,Singapore,2,0.03
34.121.17.180,80,0,false,ORD,North America,Chicago,209,0.02
34.144.230.100,80,0,false,SJC,North America,San Jose,12,0.02
34.121.17.180,80,0,false,ORD,North America,Chicago,218,0.02
34.135.54.87,80,0,false,ORD,North America,Chicago,214,0.02
34.101.196.118,80,0,false,SIN,Asia Pacific,Singapore,19,0.02
34.107.208.220,80,0,false,SIN,Asia Pacific,Singapore,6,0.02
34.101.196.118,80,0,false,HKG,Asia Pacific,Hong Kong,22,0.02
34.111.68.8,80,0,false,SIN,Asia Pacific,Singapore,24,0.01
34.107.208.220,80,0,false,SIN,Asia Pacific,Singapore,21,0.01
34.111.68.8,80,0,false,SIN,Asia Pacific,Singapore,116,0.01
35.230.234.174,80,0,false,SIN,Asia Pacific,Singapore,1,0.01
34.95.223.251,80,0,false,GRU,South America,São Paulo,317,0.01
35.230.237.32,80,0,false,SIN,Asia Pacific,Singapore,3,0.01
34.95.223.251,80,0,false,GRU,South America,São Paulo,315,0.01
34.95.223.251,80,0,false,GRU,South America,São Paulo,313,0.01
34.92.228.196,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.01
34.92.228.196,80,80,false,HKG,Asia Pacific,Hong Kong,36,0.01
34.92.228.196,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.01
34.92.228.196,443,443,true,HKG,Asia Pacific,Hong Kong,37,0.01
34.92.228.196,443,443,true,HKG,Asia Pacific,Hong Kong,39,0.01
34.92.228.196,443,443,true,HKG,Asia Pacific,Hong Kong,87,0.01
34.87.17.86,80,0,false,SIN,Asia Pacific,Singapore,2,0.01
34.96.67.175,80,0,false,KUL,Asia Pacific,Kuala Lumpur,10,0.00
34.80.222.234,80,0,false,HKG,Asia Pacific,Hong Kong,43,0.00
34.80.222.234,80,0,false,HKG,Asia Pacific,Hong Kong,42,0.00
34.87.17.86,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.96.225.108,8080,0,false,HKG,Asia Pacific,Hong Kong,37,0.00
34.96.225.108,8080,0,false,HKG,Asia Pacific,Hong Kong,75,0.00
34.121.160.133,80,0,false,ORD,North America,Chicago,226,0.00
34.121.160.133,80,0,false,ORD,North America,Chicago,206,0.00
34.36.155.53,80,0,false,SIN,Asia Pacific,Singapore,31,0.00
34.96.93.19,80,0,false,SIN,Asia Pacific,Singapore,24,0.00
34.92.111.70,80,0,false,HKG,Asia Pacific,Hong Kong,37,0.00
34.96.93.19,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.120.124.61,80,0,false,SIN,Asia Pacific,Singapore,13,0.00
34.126.143.153,80,0,false,SIN,Asia Pacific,Singapore,11,0.00
34.126.143.153,80,0,false,SIN,Asia Pacific,Singapore,13,0.00
34.126.143.153,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
35.230.48.122,8080,0,false,SEA,North America,Seattle,157,0.00
34.132.254.201,80,0,false,ORD,North America,Chicago,205,0.00
34.123.217.194,80,0,false,ORD,North America,Chicago,205,0.00
34.123.217.194,80,0,false,ORD,North America,Chicago,205,0.00
34.68.51.16,80,0,false,ORD,North America,Chicago,206,0.00
34.135.13.56,80,0,false,ORD,North America,Chicago,207,0.00
35.202.7.148,80,0,false,ORD,North America,Chicago,216,0.00
34.36.241.241,80,0,false,SIN,Asia Pacific,Singapore,7,0.00
34.96.67.175,80,0,false,KUL,Asia Pacific,Kuala Lumpur,1,0.00
34.120.203.240,80,0,false,SIN,Asia Pacific,Singapore,17,0.00
35.244.140.128,80,0,false,LHR,Europe,London,3,0.00
34.120.203.240,80,0,false,SIN,Asia Pacific,Singapore,10,0.00
34.107.201.158,80,0,false,IAD,North America,Ashburn,24,0.00
34.120.35.204,80,0,false,IAD,North America,Ashburn,11,0.00
34.120.35.204,80,0,false,IAD,North America,Ashburn,27,0.00
34.77.233.91,80,0,false,CDG,Europe,Paris,166,0.00
34.77.233.91,80,0,false,CDG,Europe,Paris,163,0.00
34.126.112.176,8080,0,false,SIN,Asia Pacific,Singapore,2,0.00
35.202.7.148,80,0,false,ORD,North America,Chicago,207,0.00
34.126.112.176,8080,0,false,SIN,Asia Pacific,Singapore,13,0.00
34.107.201.158,80,0,false,IAD,North America,Ashburn,7,0.00
34.36.101.99,80,0,false,SIN,Asia Pacific,Singapore,25,0.00
34.105.123.165,80,0,false,SEA,North America,Seattle,164,0.00
34.159.120.110,80,0,false,FRA,Europe,Frankfurt,229,0.00
34.126.112.176,8080,0,false,SIN,Asia Pacific,Singapore,1,0.00
34.77.233.91,80,0,false,CDG,Europe,Paris,162,0.00
34.77.233.91,80,0,false,CDG,Europe,Paris,160,0.00
34.27.137.124,80,0,false,ORD,North America,Chicago,204,0.00
34.170.71.34,80,0,false,ORD,North America,Chicago,205,0.00
34.27.137.124,80,0,false,ORD,North America,Chicago,206,0.00
34.102.244.136,80,0,false,SIN,Asia Pacific,Singapore,6,0.00
34.105.123.165,80,0,false,SEA,North America,Seattle,157,0.00
34.136.161.38,80,0,false,ORD,North America,Chicago,206,0.00
130.211.8.184,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
34.110.205.106,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
35.230.236.158,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
34.110.176.152,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
35.186.153.145,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.107.191.120,80,0,false,SIN,Asia Pacific,Singapore,7,0.00
35.244.184.119,80,0,false,SIN,Asia Pacific,Singapore,9,0.00
34.120.222.161,80,0,false,SIN,Asia Pacific,Singapore,11,0.00
34.149.110.146,80,0,false,SIN,Asia Pacific,Singapore,12,0.00
34.107.191.120,80,0,false,SIN,Asia Pacific,Singapore,13,0.00
34.128.66.175,80,0,false,SIN,Asia Pacific,Singapore,14,0.00
34.128.84.187,80,0,false,SIN,Asia Pacific,Singapore,14,0.00
34.101.44.165,80,0,false,SIN,Asia Pacific,Singapore,17,0.00
34.101.99.100,80,0,false,SIN,Asia Pacific,Singapore,18,0.00
34.111.151.28,80,0,false,SIN,Asia Pacific,Singapore,24,0.00
35.227.211.1,80,0,false,MXP,Europe,Milan,26,0.00
34.117.85.196,80,0,false,SIN,Asia Pacific,Singapore,28,0.00
35.220.132.211,8080,0,false,HKG,Asia Pacific,Hong Kong,36,0.00
34.150.3.141,80,0,false,HKG,Asia Pacific,Hong Kong,36,0.00
34.96.225.108,8080,0,false,HKG,Asia Pacific,Hong Kong,36,0.00
34.80.222.234,80,0,false,HKG,Asia Pacific,Hong Kong,41,0.00
35.229.172.56,80,0,false,TPE,Asia Pacific,Taipei,42,0.00
34.81.35.248,443,443,true,TPE,Asia Pacific,Taipei,42,0.00
34.100.190.34,80,0,false,BOM,Asia Pacific,Mumbai,62,0.00
34.22.100.72,443,443,true,ICN,Asia Pacific,Seoul,71,0.00
34.84.154.47,80,0,false,NRT,Asia Pacific,Tokyo,73,0.00
34.84.154.47,80,0,false,NRT,Asia Pacific,Tokyo,74,0.00
34.97.254.165,443,443,true,HKG,Asia Pacific,Hong Kong,81,0.00
35.233.172.5,80,0,false,SEA,North America,Seattle,155,0.00
35.185.203.193,80,80,false,SEA,North America,Seattle,157,0.00
34.105.49.234,80,80,false,SEA,North America,Seattle,157,0.00
35.233.250.18,80,0,false,SEA,North America,Seattle,158,0.00
34.82.188.91,443,443,true,SEA,North America,Seattle,160,0.00
34.140.239.154,2096,80,false,CDG,Europe,Paris,161,0.00
34.141.33.67,443,443,true,FRA,Europe,Frankfurt,161,0.00
34.141.221.33,2053,80,false,AMS,Europe,Amsterdam,162,0.00
34.141.221.33,2095,80,false,AMS,Europe,Amsterdam,162,0.00
34.141.248.249,2096,80,false,AMS,Europe,Amsterdam,163,0.00
34.141.248.249,2083,80,false,AMS,Europe,Amsterdam,163,0.00
34.140.239.154,2083,80,false,CDG,Europe,Paris,164,0.00
34.141.248.249,2086,80,false,AMS,Europe,Amsterdam,164,0.00
34.65.241.245,443,443,true,FRA,Europe,Frankfurt,165,0.00
34.140.239.154,2052,80,false,CDG,Europe,Paris,165,0.00
34.141.248.249,2087,80,false,AMS,Europe,Amsterdam,165,0.00
34.141.221.33,2087,80,false,AMS,Europe,Amsterdam,165,0.00
104.155.53.64,80,0,false,CDG,Europe,Paris,166,0.00
34.65.62.76,443,443,true,FRA,Europe,Frankfurt,167,0.00
35.236.55.171,443,443,true,LAX,North America,Los Angeles,167,0.00
35.185.203.193,443,80,false,SEA,North America,Seattle,171,0.00
34.65.217.76,443,443,true,FRA,Europe,Frankfurt,174,0.00
34.65.38.18,443,443,true,FRA,Europe,Frankfurt,174,0.00
34.65.78.72,443,0,true,FRA,Europe,Frankfurt,175,0.00
34.90.252.225,443,0,true,FRA,Europe,Frankfurt,175,0.00
34.65.150.119,443,443,true,FRA,Europe,Frankfurt,175,0.00
34.65.217.157,443,0,true,FRA,Europe,Frankfurt,176,0.00
34.91.192.83,443,443,true,FRA,Europe,Frankfurt,176,0.00
34.65.106.25,443,443,true,FRA,Europe,Frankfurt,177,0.00
34.91.134.236,443,443,true,FRA,Europe,Frankfurt,177,0.00
34.65.213.174,443,443,true,SIN,Asia Pacific,Singapore,177,0.00
34.65.4.95,443,443,true,FRA,Europe,Frankfurt,178,0.00
34.65.35.178,443,443,true,FRA,Europe,Frankfurt,178,0.00
34.65.235.187,443,443,true,FRA,Europe,Frankfurt,178,0.00
34.65.182.101,443,443,true,FRA,Europe,Frankfurt,180,0.00
34.154.83.3,443,0,true,FRA,Europe,Frankfurt,180,0.00
34.141.54.241,443,443,true,FRA,Europe,Frankfurt,181,0.00
34.154.221.184,443,0,true,FRA,Europe,Frankfurt,181,0.00
34.154.49.251,443,0,true,FRA,Europe,Frankfurt,182,0.00
34.154.187.40,443,443,true,FRA,Europe,Frankfurt,182,0.00
34.154.70.45,443,0,true,FRA,Europe,Frankfurt,182,0.00
34.154.94.146,443,443,true,FRA,Europe,Frankfurt,182,0.00
34.154.178.111,443,443,true,FRA,Europe,Frankfurt,183,0.00
34.154.215.170,443,443,true,SIN,Asia Pacific,Singapore,183,0.00
34.154.152.162,443,0,true,FRA,Europe,Frankfurt,184,0.00
34.154.91.254,443,443,true,FRA,Europe,Frankfurt,184,0.00
34.154.136.212,443,0,true,FRA,Europe,Frankfurt,185,0.00
34.154.114.65,443,443,true,FRA,Europe,Frankfurt,185,0.00
34.154.192.70,443,0,true,FRA,Europe,Frankfurt,185,0.00
34.154.88.6,443,0,true,SIN,Asia Pacific,Singapore,185,0.00
34.154.106.62,443,443,true,SIN,Asia Pacific,Singapore,185,0.00
34.154.193.94,443,443,true,SIN,Asia Pacific,Singapore,188,0.00
34.154.153.197,443,0,true,FRA,Europe,Frankfurt,193,0.00
34.154.104.145,443,443,true,CDG,Europe,Paris,193,0.00
34.154.179.41,443,443,true,FRA,Europe,Frankfurt,198,0.00
34.122.129.224,443,443,true,ORD,North America,Chicago,205,0.00
34.72.23.190,8080,80,false,ORD,North America,Chicago,205,0.00
34.72.23.190,8080,0,false,ORD,North America,Chicago,206,0.00
34.72.23.190,8080,80,false,ORD,North America,Chicago,206,0.00
34.69.253.52,80,0,false,ORD,North America,Chicago,207,0.00
34.69.253.52,80,0,false,ORD,North America,Chicago,207,0.00
34.154.81.154,443,443,true,FRA,Europe,Frankfurt,210,0.00
34.154.56.153,443,443,true,FRA,Europe,Frankfurt,210,0.00
34.105.3.218,443,0,true,SEA,North America,Seattle,211,0.00
35.245.209.167,443,0,true,IAD,North America,Ashburn,211,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,219,0.00
35.232.39.116,80,80,false,DFW,North America,Dallas,222,0.00
35.243.254.173,80,0,false,ATL,North America,Atlanta,224,0.00
34.142.51.100,443,443,true,LHR,Europe,London,239,0.00
